primary_key,listing_id,listing_url,name,host_id,host_url,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,calculated_host_listings_count,reviews_per_month,date,available,price,adjusted_price
7565,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/12/2023,t,$169.00 ,$169.00 
7566,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/13/2023,t,$133.00 ,$133.00 
7567,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/14/2023,t,$133.00 ,$133.00 
7568,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/15/2023,f,$133.00 ,$133.00 
7569,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/16/2023,f,$133.00 ,$133.00 
7570,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/17/2023,f,$133.00 ,$133.00 
7571,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/18/2023,f,$169.00 ,$169.00 
7572,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/19/2023,f,$169.00 ,$169.00 
7573,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/20/2023,f,$133.00 ,$133.00 
7574,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/21/2023,f,$133.00 ,$133.00 
7575,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/22/2023,f,$133.00 ,$133.00 
7576,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/23/2023,f,$133.00 ,$133.00 
7577,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/24/2023,f,$133.00 ,$133.00 
7578,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/25/2023,f,$169.00 ,$169.00 
7579,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/26/2023,f,$169.00 ,$169.00 
7580,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/27/2023,f,$133.00 ,$133.00 
7581,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/28/2023,f,$133.00 ,$133.00 
7582,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/29/2023,f,$133.00 ,$133.00 
7583,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/30/2023,f,$133.00 ,$133.00 
7584,187566,https://www.airbnb.com/rooms/187566,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1 bath,279078,https://www.airbnb.com/users/show/279078,Andrew & Markus,11/5/2010,t,1,3,40.6926,-73.9505,Entire home/apt,2,1,1,2,210,t,232,20,2,9/21/2011,5/13/2023,4.83,1,1.63,8/31/2023,f,$133.00 ,$133.00 
7585,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,7/31/2023,f,$125.00 ,$125.00 
7586,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/1/2023,f,$125.00 ,$125.00 
7587,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/2/2023,f,$125.00 ,$125.00 
7588,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/3/2023,f,$125.00 ,$125.00 
7589,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/4/2023,f,$125.00 ,$125.00 
7590,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/5/2023,f,$125.00 ,$125.00 
7591,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/6/2023,f,$125.00 ,$125.00 
7592,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/7/2023,f,$125.00 ,$125.00 
7593,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/8/2023,f,$125.00 ,$125.00 
7594,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/9/2023,f,$125.00 ,$125.00 
7595,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/10/2023,f,$125.00 ,$125.00 
7596,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/11/2023,f,$125.00 ,$125.00 
7597,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/12/2023,f,$125.00 ,$125.00 
7598,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/13/2023,f,$125.00 ,$125.00 
7599,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/14/2023,f,$125.00 ,$125.00 
7600,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/15/2023,f,$125.00 ,$125.00 
7601,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/16/2023,f,$125.00 ,$125.00 
7602,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/17/2023,f,$125.00 ,$125.00 
7603,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/18/2023,f,$125.00 ,$125.00 
7604,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/19/2023,f,$125.00 ,$125.00 
7605,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/20/2023,f,$125.00 ,$125.00 
7606,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/21/2023,f,$125.00 ,$125.00 
7607,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/22/2023,f,$125.00 ,$125.00 
7608,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/23/2023,f,$125.00 ,$125.00 
7609,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/24/2023,f,$125.00 ,$125.00 
7610,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/25/2023,t,$125.00 ,$125.00 
7611,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/26/2023,t,$125.00 ,$125.00 
7612,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/27/2023,t,$125.00 ,$125.00 
7613,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/28/2023,t,$125.00 ,$125.00 
7614,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/29/2023,f,$125.00 ,$125.00 
7615,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/30/2023,f,$125.00 ,$125.00 
7616,54860,https://www.airbnb.com/rooms/54860,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 private bath,258164,https://www.airbnb.com/users/show/258164,Jenny,10/10/2010,,1,1,40.79934,-73.94236,Private room,2,,1,5,21,t,285,27,2,10/22/2010,5/17/2023,4.87,1,1.85,8/31/2023,f,$125.00 ,$125.00 
7617,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,7/31/2023,f,$250.00 ,$250.00 
7618,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/1/2023,f,$250.00 ,$250.00 
7619,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/2/2023,f,$250.00 ,$250.00 
7620,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/3/2023,f,$250.00 ,$250.00 
7621,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/4/2023,f,$250.00 ,$250.00 
7622,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/5/2023,f,$250.00 ,$250.00 
7623,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/6/2023,f,$250.00 ,$250.00 
7624,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/7/2023,f,$250.00 ,$250.00 
7625,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/8/2023,f,$250.00 ,$250.00 
7626,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/9/2023,f,$250.00 ,$250.00 
7627,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/10/2023,f,$250.00 ,$250.00 
7628,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/11/2023,f,$250.00 ,$250.00 
7629,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/12/2023,f,$250.00 ,$250.00 
7630,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/13/2023,f,$250.00 ,$250.00 
7631,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/14/2023,f,$250.00 ,$250.00 
7632,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/15/2023,f,$250.00 ,$250.00 
7633,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/16/2023,f,$250.00 ,$250.00 
7634,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/17/2023,f,$250.00 ,$250.00 
7635,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/18/2023,f,$250.00 ,$250.00 
7636,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/19/2023,f,$250.00 ,$250.00 
7637,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/20/2023,f,$250.00 ,$250.00 
7638,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/21/2023,f,$250.00 ,$250.00 
7639,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/22/2023,f,$250.00 ,$250.00 
7640,187986,https://www.airbnb.com/rooms/187986,Rental unit in New York · 2 bedrooms · 2 beds · 1.5 baths,904833,https://www.airbnb.com/users/show/904833,Daniel,8/1/2011,f,1,1,40.73862,-73.99758,Entire home/apt,4,2,2,30,1125,f,2,0,0,8/31/2011,8/28/2015,4.5,1,0.01,8/23/2023,f,$250.00 ,$250.00 
